Kateqoriya,Sual,Cavab
Yaşıl dəhliz,İdxal-ixrac əməliyyatları zamanı “Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququ əldə etmək istəyən şəxs hansı tələblərə cavab verməlidir?,"Azərbaycan Respublikası Prezidentinin 21 dekabr 2018-ci il tarixli 427 nömrəli Fərmanı ilə təsdiq edilmiş “Xarici ticarət iştirakçılarının “Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququnu əldə etməsi, həmin hüququn dayandırılması, ləğvi və bərpası Qaydaları”nın 2.1-ci bəndinə müvafiq olaraq “Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququ əldə etmək istəyən şəxs aşağıda qeyd olunan tələblərə cavab verməlidir: - idxal əməliyyatlarının həyata keçirilməsi sahəsində son 1 (bir) il ərzində təcrübəsi olan; - gömrük orqanlarının təqdim etdikləri elektron xidmətlərdən istifadə bacarığı olan və ya bu xidmətlərdən istifadəni təmin edəcək səlahiyyətli şəxslə müqaviləsi olan; - daşımaları beynəlxalq daşıma standartlarına cavab verən nəqliyyat vasitələrindən istifadə edilməklə həyata keçirən; - Azərbaycan Respublikası Nazirlər Kabinetinin müəyyən etdiyi tələblərə cavab verən malların saxlancı üçün nəzərdə tutulan anbarlardan istifadə edən; - qaçaqmalçılıq və ya gömrük ödənişlərinin ödənilməsindən yayınma ilə bağlı cinayətə görə məhkumluğu olmayan, o cümlədən məhkumluğu ödənilmiş və ya götürülmüş şəxs."
Yaşıl dəhliz,“Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququ ləğv edilən şəxs yenidən bu hüququ əldə etmək üçün müraciət edə bilərmi?,"Azərbaycan Respublikası Prezidentinin 21 dekabr 2018-ci il tarixli 427 nömrəli Fərmanı ilə təsdiq edilmiş “Xarici ticarət iştirakçılarının “Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququnu əldə etməsi, həmin hüququn dayandırılması, ləğvi və bərpası Qaydaları”nın 5.7-ci bəndinə müvafiq olaraq “Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququ ləğv edilən şəxs bu barədə qərar qəbul edildikdən ən azı 6 (altı) ay sonra (qaçaqmalçılıq və ya gömrük ödənişlərinin ödənilməsindən yayınma ilə bağlı cinayət törətdikdə məhkumluq ödənildikdən və ya götürüldükdən sonra) yenidən bu hüququ əldə etmək üçün müraciət edə bilər."
Yaşıl dəhliz,“Yaşıl dəhliz” buraxılış sisteminin daimi istifadəçiləri hansı üstünlüklərə sahibdir?,"Azərbaycan Respublikası Prezidentinin 21 dekabr 2018-ci il tarixli 427 nömrəli Fərmanı ilə təsdiq edilmiş “Xarici ticarət iştirakçılarının “Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququnu əldə etməsi, həmin hüququn dayandırılması, ləğvi və bərpası Qaydaları”nın 3.1-ci bəndinə müvafiq olaraq “Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququnu əldə etmiş şəxs aşağıdakı üstünlüklərə malik olur: - malların və nəqliyyat vasitələrinin gömrük sərhəd buraxılış məntəqələrindən daha sürətli keçidinin təmin edilməsi; - gömrük sərhəd buraxılış məntəqələrində, ticarətin asanlaşdırılması mərkəzlərində və gömrük rəsmiləşdirilməsinin həyata keçirilməsi üçün müəyyən edilmiş digər yerlərdə gömrük orqanlarının göstərdikləri xidmətlərin prioritet qaydada yerinə yetirilməsi; - gömrük auditinin tətbiqi ilə fiziki gömrük yoxlamalarının minimuma endirilməsi; - malların gömrük ekspertizasının aparılması xidmətlərinin prioritet qaydada həyata keçirilməsi; - gömrük orqanlarının razılığı əsasında gömrük ərazisinə gətirilən və bu ərazidən aparılan malların gömrük rəsmiləşdirilməsini gömrük orqanlarının əməkdaşları tərəfindən iş yerindən kənarda və iş vaxtından kənar saatlarda aparması; - gömrük işi sahəsində yeniliklər, ən yaxşı təcrübələr, habelə beynəlxalq təşkilatların tövsiyə və standartları ilə bağlı təşkil edilən təlimlərdə iştirak. idxal zamanı: - idxal olunan malların şəxsin anbarlarına birbaşa aparılması; - gömrük bəyannaməsi təqdim olunduğu təqdirdə, gömrük orqanlarının razılığı əsasında malların daşındığı nəqliyyat vasitələrindən gömrük eyniləşdirmə vasitələrinin (plombların və s.) müstəqil qaydada çıxarılması və malların boşaldılması; ixrac zamanı: “Yaşıl dəhliz” buraxılış sisteminin daimi istifadəçisinin fəaliyyət zonasını əhatə edən gömrük orqanına getmədən, ixrac olunan mallara və nəqliyyat vasitələrinə dair məlumatları özündə əks etdirən gömrük bəyannaməsini elektron qaydada gömrük orqanlarına təqdim etməklə, malları bəyan etdiyi gömrük sərhəd buraxılış məntəqəsinə birbaşa göndərməsi; “Yaşıl dəhliz” buraxılış sisteminin daimi istifadəçisinin gömrük orqanlarının tanıdığı eyniləşdirmə vasitələrini (plomblar, möhürlər, ştamplar və s.) müstəqil tətbiq etməsi."
Yaşıl dəhliz,Hansı əməliyyatlar emal əməliyyatları hesab edilmir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 14 yanvar 2014-cü il tarixli 4 nömrəli Qərarı ilə təsdiq edilmiş “Malların daxildə emal xususi gömrük proseduru altında yerlədirilməsi qaydaları”nın 3.3-cü bəndinə müvafiq olaraq aşağıdakılar emal əməliyyatları hesab edilmir: - heyvanlardan bala alınması, heyvanların, quşların, balıqların, xərçəngkimilərin və molyuskaların yetişdirilməsi və kökəldilməsi; - ağac və bitkilərin becərilməsi; - faydalı qazıntıların çıxarılması; - balıqların, xərçəngkimilərin tutulması; - ov edilməsi; - göbələk və bitkilərin yığılması; - daşınma zamanı malların ilkin vəziyyətdə qalmasının təmin edilməsi; - məlumatların, istənilən informasiya daşıyıcılarında audioyazıların və videoyazıların surətlərinin köçürülməsi və çoxaldılması; - bütün növ enerjilərin alınması; - texnoloji prosesdə xarici mallardan köməkçi vasitələr (avadanlıq, dəzgahlar, qurğular və s.) kimi istifadə edilməsi."
Yaşıl dəhliz,Dövlət Gömrük Komitəsi tərəfindən “Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququ hansı hallarda hallarda ləğv edilir?,"Azərbaycan Respublikası Prezidentinin 21 dekabr 2018-ci il tarixli 427 nömrəli Fərmanı ilə təsdiq edilmiş “Xarici ticarət iştirakçılarının “Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququnu əldə etməsi, həmin hüququn dayandırılması, ləğvi və bərpası Qaydaları”nın 5.5-ci bəndinə müvafiq olaraq Komitə aşağıdakı hallarda Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququnu ləğv edir: - “Yaşıl dəhliz” buraxılış sisteminin daimi istifadəçisi bu barədə ərizə təqdim etdikdə; - “Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququ almaq üçün təqdim edilmiş sənədlərdə yanlış məlumatların olduğu aşkar edildikdə; - Hüquqi şəxs ləğv olunduqda, hüquqi şəxs yaratmadan sahibkarlıq fəaliyyəti ilə məşğul olan fiziki şəxsin fərdi sahibkar kimi fəaliyyətinə xitam verildikdə, həmin şəxs məhkəmə tərəfindən ölmüş elan edildikdə, itkin düşmüş və ya fəaliyyət qabiliyyəti olmayan hesab edildikdə, yaxud vəfat etdikdə; - İdxal-ixrac əməliyyatları üzrə “Yaşıl dəhliz” buraxılış sisteminin daimi istifadəçisi 12 (on iki) ay ərzində idxal-ixrac əməliyyatı aparmadıqda; - “Yaşıl dəhliz” buraxılış sisteminin daimi istifadəçisi qaçaqmalçılıq və ya gömrük ödənişlərinin ödənilməsindən yayınma ilə bağlı cinayət törətdikdə; - “Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququnun dayandırılmasına əsas olmuş səbəblər bu Qaydanın 5.2-ci bəndində nəzərdə tutulmuş müddət ərzində aradan qaldırılmadıqda; - “Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququnun dayandırılmasına səbəb olan hallar 12 (on iki) ay ərzində təkrar aşkar edildikdə."
Yaşıl dəhliz,“Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququ əldə etmək üçün edilən müraciətə hansı müddət ərzində baxılır?,"Azərbaycan Respublikası Prezidentinin 21 dekabr 2018-ci il tarixli 427 nömrəli Fərmanı ilə təsdiq edilmiş “Xarici ticarət iştirakçılarının “Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququnu əldə etməsi, həmin hüququn dayandırılması, ləğvi və bərpası Qaydaları”nın 2.3-cü bəndinə müvafiq olaraq Dövlət Gömrük Komitəsi tərəfindən şəxsin elektron müraciəti bir ay müddətində yoxlanılır. Həmin Qaydanın 2.1-ci bəndində nəzərdə tutulan tələblərə cavab verən şəxsə idxal-ixrac əməliyyatları üzrə, həmin Qaydanın 2.2-ci bəndində nəzərdə tutulan tələblərə cavab verən şəxsə isə yalnız ixrac əməliyyatları üzrə “Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququ verilir və bu barədə ona müvafiq bildiriş göndərilir."
Yaşıl dəhliz,İxrac əməliyyatları zamanı “Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququ əldə etmək istəyən şəxs hansı tələblərə cavab verməlidir?,"Azərbaycan Respublikası Prezidentinin 21 dekabr 2018-ci il tarixli 427 nömrəli Fərmanı ilə təsdiq edilmiş “Xarici ticarət iştirakçılarının “Yaşıl dəhliz” buraxılış sistemindən daimi istifadə hüququnu əldə etməsi, həmin hüququn dayandırılması, ləğvi və bərpası Qaydaları”nın 2.2-ci bəndinə müvafiq olaraq aşağıdakı tələblərə cavab verilməlidir: - gömrük orqanlarının təqdim etdikləri elektron gömrük xidmətlərindən istifadə bacarığı olan və ya bu xidmətlərdən istifadəni təmin edəcək səlahiyyətli şəxslə müqaviləsi olan; - daşımaları beynəlxalq daşıma standartlarına cavab verən nəqliyyat vasitələrindən istifadə edilməklə həyata keçirən; - qaçaqmalçılıq və ya gömrük ödənişlərinin ödənilməsindən yayınma ilə bağlı cinayətə görə məhkumluğu olmayan, o cümlədən məhkumluğu ödənilmiş və ya götürülmüş aşağı risk qrupuna aid şəxs."
Ekspertiza,"Gömrük ekspertizası bitdikdən sonra prob və nümunələr və ya onların qalıqları hansı hallar istisna olmaqla, gömrük orqanının vəzifəli şəxsinə və ya gömrük ekspertizası ilə əlaqədar müraciət etmiş şəxsə qaytarılmır?","Azərbaycan Respublikası Nazirlər Kabinetinin 27 avqust 2013-cü il tarixli 232 nömrəli Qərarı ilə təsdiq edilmiş “Gömrük ekspertizasının aparılması qaydaları”nın 6.13-cü bəndinə müvafiq olaraq aşağıdakı hallar istisna olmaqla, gömrük ekspertizası bitdikdən sonra prob və nümunələr və ya onların qalıqları gömrük orqanının vəzifəli şəxsinə və ya gömrük ekspertizası ilə əlaqədar müraciət etmiş şəxsə qaytarılmır: - malın məhv edilməsinə dair qərar qəbul edildikdə; - prob və nümunələrin dəyəri 100 manatdan çox olduqda."
Ekspertiza,Hansı hallarda gömrük ekspertizasının müddəti dayandırılır?,Azərbaycan Respublikası Nazirlər Kabinetinin 27 avqust 2013-cü il tarixli 232 nömrəli Qərarı ilə təsdiq edilmiş “Gömrük ekspertizasının aparılması qaydaları”nın 7.4-cü bəndinə müvafiq olaraq aşağıda göstərilən hallarda və bu Qaydaların 7.2-ci bəndində nəzərdə tutulan qaydada gömrük ekspertizasının müddəti 10 (on) günədək müddətə dayandırılır və gömrük ekspertizasını təyin etmiş gömrük orqanına və ya gömrük ekspertizasının aparılması ilə əlaqədar müraciət etmiş şəxsə bu barədə məlumat verilir: - əlavə materialların və sənədlərin təqdim edilməsi haqqında ekspertin yazılı müraciəti olduqda; - laboratoriya avadanlığı müvəqqəti nasaz olduqda və ya xüsusi şərait olmadıqda; - ekspert əmək qabiliyyətini müvəqqəti itirdikdə; - bəzi sınaqların aparılması üçün tələb olunan avadanlıq ekspertin sərəncamında olmadığından digər sınaq laboratoriyalarına müraciət edildikdə; - təqdim edilmiş materiallar və sənədlər müvafiq siyahıya uyğun olmadıqda.
Ekspertiza,Gömrük ekspertizasının aparılması ilə bağlı yaranmış xərclər kim tərəfindən ödənilir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 27 avqust 2013-cü il tarixli 232 nömrəli Qərarı ilə təsdiq edilmiş “Gömrük ekspertizasının aparılması qaydaları”nın 5.10 və 5.11-ci bəndlərinə müvafiq olaraq gömrük orqanının təşəbbüsü ilə keçirilən gömrük ekspertizasının aparılması ilə bağlı xərclər dövlət büdcəsinin vəsaiti hesabına ödənilir. Gömrük nəzarəti və rəsmiləşdirilməsi ilə əlaqədar olaraq bəyannaməçinin, mallar barəsində səlahiyyəti olan digər şəxslərin və ya onların nümayəndələrinin təşəbbüsü ilə malların gömrük ekspertizasının aparılması üçün həmin şəxslər tərəfindən Azərbaycan Respublikası Nazirlər Kabinetinin 26 aprel 2016-cı il tarixli 168 nömrəli qərarı ilə təsdiq edilmiş “Gömrük yığımlarının məbləğləri” nin təsdiq edilməsi barədə Qərarı ilə müəyyən edilmiş məbləğdə gömrük yığımı ödənilir."
Ekspertiza,Gömrük nəzarəti altında olan mallardan prob və nümunələr kim tərəfindən götürülür?,"Azərbaycan Respublikası Nazirlər Kabinetinin 27 avqust 2013-cü il tarixli 232 nömrəli Qərarı ilə təsdiq edilmiş “Gömrük ekspertizasının aparılması qaydaları”nın 6.1-ci bəndinə müvafiq olaraq gömrük nəzarəti altında olan mallardan prob və nümunələr aşağıdakı şəxslər tərəfindən götürülür: - gömrük orqanının vəzifəli şəxsləri; - gömrük orqanının vəzifəli şəxslərinin iştirakı ilə digər dövlət orqanları, yaxud bəyannaməçi, mallar barəsində səlahiyyəti olan digər şəxslər və ya onların nümayəndələri; - xüsusi biliklərdən istifadəyə və ya xüsusi vasitələrin tətbiqinə ehtiyac olduqda: - gömrük orqanının sorğusu əsasında gömrük orqanının vəzifəli şəxslərinin iştirakı ilə digər dövlət orqanlarının mütəxəssisləri və ya ekspertləri; - gömrük orqanının vəzifəli şəxslərinin iştirakı ilə gömrük laboratoriyasının ekspertləri və müqavilə əsasında cəlb edilmiş digər ekspertlər."
Ekspertiza,Gömrük ekspertizasının aparılması müddəti nə qədərdir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 27 avqust 2013-cü il tarixli 232 nömrəli Qərarı ilə təsdiq edilmiş “Gömrük ekspertizasının aparılması qaydaları”nın 7.1-ci və 7.2-ci bəndlərinə müvafiq olaraq gömrük ekspertizası 20 (iyirmi) iş günü müddətində aparılır. Ekspertizanın aparılması müddəti materialların və sənədlərin gömrük laboratoriyasına daxil olduğu gündən sonrakı növbəti iş günündən hesablanır və rəyin imzalandığı tarixdə başa çatır. Ekspertizanın aparılma müddətinin sonuncu günü istirahət, səsvermə, iş günü hesab edilməyən bayram gününə və ya ümumxalq hüzn gününə düşərsə, növbəti iş günü müddətin qurtardığı gün hesab olunur. Gömrük ekspertizasının aparılması müddəti səbəbləri göstərilməklə, gömrük laboratoriyasının rəhbərinin yazılı icazəsi əsasında gömrük ekspertizasının aparılması üçün 4 (dörd) aydan çox olmayan müddətə uzadıla bilər."
Ekspertiza,Ekspert rəyi neçə nüsxədə tərtib edilir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 27 avqust 2013-cü il tarixli 232 nömrəli Qərarı ilə təsdiq edilmiş “Gömrük ekspertizasının aparılması qaydaları”nın 12.17-ci bəndinə müvafiq olaraq ekspert rəyi iki nüsxədə tərtib edilir. Birinci nüsxə ekspertizanı təyin etmiş gömrük orqanına və ya onunla əlaqədar müraciət etmiş şəxsə təqdim edilir, ikinci nüsxə isə gömrük laboratoriyasının arxivində saxlanılır."
Ekspertiza,Gömrük ekspertizasının hansı növləri vardır?,"Azərbaycan Respublikası Nazirlər Kabinetinin 27 avqust 2013-cü il tarixli 232 nömrəli Qərarı ilə təsdiq edilmiş “Gömrük ekspertizasının aparılması qaydaları”nın 8.1-ci bəndinə müvafiq olaraq gömrük ekspertizasının aşağıdakı növləri vardır: - ilkin ekspertiza - xüsusi biliklərdən istifadə edərək, Gömrük Məcəlləsinin 322.1-ci maddəsində göstərilənlərin müəyyənləşdirilməsi üçün ilk dəfə aparılan ekspertizadır; -əlavə ekspertiza - ilkin ekspertizaya dair rəydə qoyulmuş suallara tam cavab verilmədikdə və ya tədqiqat obyektinə dair əlavə suallar yarandıqda aparılan ekspertizadır. Əlavə ekspertizanın aparılması həmin və ya başqa ekspertə həvalə edilir; - təkrar ekspertiza - ekspert rəyinin əsaslandırılmadığı və ya onun düzgünlüyünə gömrük orqanlarında şübhə yarandığı hallarda, yaxud bəyannaməçinin, mallar barəsində səlahiyyəti olan digər şəxslərin və ya onların nümayəndələrinin şikayəti əsasında, keçirilməsi başqa ekspertə tapşırılmaqla aparılan ekspertizadır. Əvvəlki ekspertizanı aparmış ekspert təkrar ekspertizada iştirak edə və izahlar verə bilər, lakin tədqiqat zamanı və rəy tərtib edilərkən iştirak edə bilməz. Təkrar ekspertiza aparıldıqda, ekspertə əvvəlki ekspertizanın sənədləri verilir; -komisyon ekspertiza - mürəkkəb ekspert tədqiqatlarının aparılması tələb olunduqda, gömrük laboratoriyasının rəhbərinin göstərişi əsasında eyni ixtisaslı ekspertlərin komissiyası tərəfindən aparılan ekspertizadır; - kompleks ekspertiza - Gömrük Məcəlləsinin 322.1-ci maddəsində göstərilənlərin müəyyən edilməsi müxtəlif bilik sahələri, yaxud biliyin bir sahəsi daxilində müxtəlif üsullar sistemi əsasında yalnız bir neçə tədqiqat aparılmaqla mümkün olduqda aparılan ekspertizadır."
